Bytes,Status,Voltage,PAI,Counter,SPO2,Heart_Rate,Time_Stamp
10,True,33,120,531,95,121,2020-05-21-16-52-11,C1
10,True,33,114,532,95,122,2020-05-21-16-52-12,C1
10,True,33,106,533,95,124,2020-05-21-16-52-13,C1
10,True,33,124,534,95,125,2020-05-21-16-52-14,C1
10,True,33,124,535,95,126,2020-05-21-16-52-15,C1
10,True,33,116,536,95,126,2020-05-21-16-52-16,C1
10,True,33,144,537,95,126,2020-05-21-16-52-17,C1
10,True,33,162,538,95,126,2020-05-21-16-52-18,C1
10,True,33,130,539,95,126,2020-05-21-16-52-19,C1
10,True,33,150,540,95,126,2020-05-21-16-52-20,C1
10,True,33,124,541,95,126,2020-05-21-16-52-21,C1
10,True,33,156,542,95,126,2020-05-21-16-52-22,C1
10,True,33,188,543,95,126,2020-05-21-16-52-23,C1
10,True,33,200,544,95,126,2020-05-21-16-52-24,C1
10,True,33,154,545,95,126,2020-05-21-16-52-25,C1
10,True,33,90,546,96,126,2020-05-21-16-52-26,C1
10,True,33,90,547,96,126,2020-05-21-16-52-27,C1
10,True,33,116,548,96,127,2020-05-21-16-52-28,C1
10,True,33,108,549,95,126,2020-05-21-16-52-29,C1
10,True,33,130,550,95,124,2020-05-21-16-52-30,C1
10,True,33,96,551,95,123,2020-05-21-16-52-31,C1
10,True,33,110,552,95,122,2020-05-21-16-52-32,C1
10,True,33,134,553,95,121,2020-05-21-16-52-33,C1
10,True,33,124,554,95,120,2020-05-21-16-52-34,C1
10,True,33,118,555,95,120,2020-05-21-16-52-35,C1
10,True,33,140,556,95,120,2020-05-21-16-52-36,C1
10,True,33,176,557,95,120,2020-05-21-16-52-37,C1
10,True,33,200,558,95,120,2020-05-21-16-52-38,C1
10,True,33,226,559,95,120,2020-05-21-16-52-39,C1
10,True,33,168,560,93,120,2020-05-21-16-52-40,C1
10,True,33,212,561,93,120,2020-05-21-16-52-41,C1
10,True,33,258,562,90,120,2020-05-21-16-52-42,C1
10,True,33,258,563,90,120,2020-05-21-16-52-43,C1
10,True,33,258,564,90,120,2020-05-21-16-52-44,C1
10,True,33,286,565,90,120,2020-05-21-16-52-45,C1
10,True,33,246,566,89,120,2020-05-21-16-52-46,C1
10,True,33,246,567,89,120,2020-05-21-16-52-47,C1
10,True,33,228,568,89,120,2020-05-21-16-52-48,C1
10,True,33,210,569,89,120,2020-05-21-16-52-49,C1
10,True,33,204,570,88,119,2020-05-21-16-52-50,C1
10,True,33,204,571,88,119,2020-05-21-16-52-51,C1
10,True,33,176,572,89,116,2020-05-21-16-52-52,C1
10,True,33,132,573,89,116,2020-05-21-16-52-53,C1
10,True,33,164,574,89,116,2020-05-21-16-52-54,C1
10,True,33,124,575,89,113,2020-05-21-16-52-55,C1
10,True,33,152,576,89,109,2020-05-21-16-52-56,C1
10,True,33,172,577,89,105,2020-05-21-16-52-57,C1
10,True,33,214,578,89,105,2020-05-21-16-52-58,C1
10,True,33,214,579,89,105,2020-05-21-16-52-59,C1
10,True,33,160,580,89,105,2020-05-21-16-53-00,C1
10,True,33,112,581,89,104,2020-05-21-16-53-01,C1
10,True,33,122,582,91,105,2020-05-21-16-53-02,C1
10,True,33,136,583,93,107,2020-05-21-16-53-03,C1
10,True,33,108,584,93,109,2020-05-21-16-53-04,C1
10,True,33,118,585,94,110,2020-05-21-16-53-05,C1
10,True,33,106,586,95,112,2020-05-21-16-53-06,C1
10,True,33,104,587,95,113,2020-05-21-16-53-07,C1
10,True,33,98,588,95,113,2020-05-21-16-53-08,C1
10,True,33,122,589,95,113,2020-05-21-16-53-09,C1
10,True,33,114,590,95,114,2020-05-21-16-53-10,C1
10,True,33,164,591,96,115,2020-05-21-16-53-11,C1
10,True,33,108,592,95,117,2020-05-21-16-53-12,C1
10,True,33,100,593,95,118,2020-05-21-16-53-13,C1
10,True,33,108,594,96,118,2020-05-21-16-53-14,C1
10,True,33,100,595,97,118,2020-05-21-16-53-15,C1
10,True,33,126,596,97,118,2020-05-21-16-53-16,C1
10,True,33,118,597,97,118,2020-05-21-16-53-17,C1
10,True,33,124,598,97,118,2020-05-21-16-53-18,C1
10,True,33,144,599,97,118,2020-05-21-16-53-19,C1
10,True,33,108,600,96,118,2020-05-21-16-53-20,C1
10,True,33,126,601,97,118,2020-05-21-16-53-21,C1
10,True,33,94,602,97,118,2020-05-21-16-53-22,C1
10,True,33,110,603,97,118,2020-05-21-16-53-23,C1
10,True,33,102,604,97,118,2020-05-21-16-53-24,C1
10,True,33,126,605,97,118,2020-05-21-16-53-25,C1
10,True,33,160,606,97,118,2020-05-21-16-53-26,C1
10,True,33,120,607,97,119,2020-05-21-16-53-27,C1
10,True,33,140,608,97,119,2020-05-21-16-53-28,C1
10,True,33,124,609,97,119,2020-05-21-16-53-29,C1
10,True,33,126,610,97,119,2020-05-21-16-53-30,C1
10,True,33,122,611,97,118,2020-05-21-16-53-31,C1
10,True,33,138,612,97,118,2020-05-21-16-53-32,C1
10,True,33,146,613,96,118,2020-05-21-16-53-33,C1
10,True,33,148,614,96,119,2020-05-21-16-53-34,C1
10,True,33,140,615,96,120,2020-05-21-16-53-35,C1
10,True,33,146,616,96,120,2020-05-21-16-53-36,C1
10,True,33,126,617,96,120,2020-05-21-16-53-37,C1
10,True,33,158,618,96,120,2020-05-21-16-53-38,C1
10,True,33,158,619,96,120,2020-05-21-16-53-39,C1
10,True,33,158,620,96,120,2020-05-21-16-53-40,C1
10,True,33,158,621,96,120,2020-05-21-16-53-41,C1
10,True,33,158,622,96,120,2020-05-21-16-53-42,C1
10,True,33,122,623,96,120,2020-05-21-16-53-43,C1
10,True,33,114,624,95,120,2020-05-21-16-53-44,C1
10,True,33,144,625,95,120,2020-05-21-16-53-45,C1
10,True,33,176,626,95,120,2020-05-21-16-53-46,C1
10,True,33,132,627,95,120,2020-05-21-16-53-47,C1
10,True,33,124,628,95,120,2020-05-21-16-53-48,C1
10,True,33,146,629,95,120,2020-05-21-16-53-49,C1
