Bytes,Status,Voltage,PAI,Counter,SPO2,Heart_Rate,Time_Stamp
10,True,33,620,105,127,511,2019-10-22-00-41-34
10,True,33,620,106,127,511,2019-10-22-00-41-35
10,True,33,620,107,127,511,2019-10-22-00-41-36
10,True,33,620,108,127,511,2019-10-22-00-41-37
10,True,33,620,109,127,511,2019-10-22-00-41-38
10,True,33,620,110,127,511,2019-10-22-00-41-39
10,True,33,620,111,127,511,2019-10-22-00-41-40
10,True,33,620,112,127,511,2019-10-22-00-41-41
10,True,33,620,113,127,511,2019-10-22-00-41-42
10,True,33,620,114,127,511,2019-10-22-00-41-43
10,True,33,620,115,127,511,2019-10-22-00-41-44
10,True,33,620,116,127,511,2019-10-22-00-41-45
10,True,33,620,117,127,511,2019-10-22-00-41-46
10,True,33,620,118,127,511,2019-10-22-00-41-47
10,True,33,620,119,127,511,2019-10-22-00-41-48
10,True,33,620,120,127,511,2019-10-22-00-41-49
10,True,33,620,121,127,511,2019-10-22-00-41-50
10,True,33,620,122,127,511,2019-10-22-00-41-51
10,True,33,620,123,127,511,2019-10-22-00-41-52
10,True,33,620,124,127,511,2019-10-22-00-41-53
10,True,33,252,125,127,511,2019-10-22-00-41-54
10,True,33,252,126,127,511,2019-10-22-00-41-55
10,True,33,252,127,127,511,2019-10-22-00-41-56
10,True,33,252,128,127,511,2019-10-22-00-41-57
10,True,33,252,129,127,511,2019-10-22-00-41-58
10,True,33,252,130,127,511,2019-10-22-00-41-59
10,True,33,252,131,127,511,2019-10-22-00-42-00
10,True,33,252,132,127,511,2019-10-22-00-42-01
10,True,33,252,133,127,511,2019-10-22-00-42-02
10,True,33,252,134,127,511,2019-10-22-00-42-03
10,True,33,0,135,127,511,2019-10-22-00-42-04
10,True,33,0,136,127,511,2019-10-22-00-42-05
10,True,33,0,137,127,511,2019-10-22-00-42-06
10,True,33,0,138,127,511,2019-10-22-00-42-07
10,True,33,0,139,127,511,2019-10-22-00-42-08
10,True,33,0,140,127,511,2019-10-22-00-42-09
10,True,33,0,141,127,511,2019-10-22-00-42-10
10,True,33,0,142,127,511,2019-10-22-00-42-11
10,True,33,0,143,127,511,2019-10-22-00-42-12
10,True,33,0,144,127,511,2019-10-22-00-42-13
10,True,33,0,145,127,511,2019-10-22-00-42-14
10,True,33,0,146,127,511,2019-10-22-00-42-15
10,True,33,0,147,127,511,2019-10-22-00-42-16
10,True,33,0,148,127,511,2019-10-22-00-42-17
10,True,33,0,149,127,511,2019-10-22-00-42-18
10,True,33,0,150,127,511,2019-10-22-00-42-19
10,True,33,0,151,127,511,2019-10-22-00-42-20
10,True,33,0,152,127,511,2019-10-22-00-42-21
10,True,33,0,153,127,511,2019-10-22-00-42-22
10,True,33,0,154,127,511,2019-10-22-00-42-23
10,True,33,0,155,127,511,2019-10-22-00-42-24
10,True,33,0,156,127,511,2019-10-22-00-42-25
10,True,33,0,157,127,511,2019-10-22-00-42-26
10,True,33,0,158,127,511,2019-10-22-00-42-27
10,True,33,0,159,127,511,2019-10-22-00-42-28
10,True,33,0,160,127,511,2019-10-22-00-42-29
10,True,33,0,161,127,511,2019-10-22-00-42-30
10,True,33,0,162,127,511,2019-10-22-00-42-31
10,True,33,0,163,127,511,2019-10-22-00-42-32
10,True,33,0,164,127,511,2019-10-22-00-42-33
10,True,33,0,165,127,511,2019-10-22-00-42-34
10,True,33,0,166,127,511,2019-10-22-00-42-35
10,True,33,0,167,127,511,2019-10-22-00-42-36
10,True,33,0,168,127,511,2019-10-22-00-42-37
10,True,33,0,169,127,511,2019-10-22-00-42-38
10,True,33,0,170,127,511,2019-10-22-00-42-39
10,True,33,0,171,127,511,2019-10-22-00-42-40
10,True,33,0,172,127,511,2019-10-22-00-42-41
10,True,33,0,173,127,511,2019-10-22-00-42-42
10,True,33,0,174,127,511,2019-10-22-00-42-43
10,True,33,0,175,127,511,2019-10-22-00-42-44
10,True,33,0,176,127,511,2019-10-22-00-42-45
10,True,33,0,177,127,511,2019-10-22-00-42-46
10,True,33,0,178,127,511,2019-10-22-00-42-47
10,True,33,0,179,127,511,2019-10-22-00-42-48
10,True,33,0,180,127,511,2019-10-22-00-42-49
10,True,33,0,181,127,511,2019-10-22-00-42-50
10,True,33,0,182,127,511,2019-10-22-00-42-51
10,True,33,0,183,127,511,2019-10-22-00-42-52
10,True,33,0,184,127,511,2019-10-22-00-42-53
10,True,33,0,185,127,511,2019-10-22-00-42-54
10,True,33,0,186,127,511,2019-10-22-00-42-55
10,True,33,0,187,127,511,2019-10-22-00-42-56
10,True,33,0,188,127,511,2019-10-22-00-42-57
10,True,33,0,189,127,511,2019-10-22-00-42-58
10,True,33,0,190,127,511,2019-10-22-00-42-59
10,True,33,0,191,127,511,2019-10-22-00-43-00
10,True,33,0,192,127,511,2019-10-22-00-43-01
10,True,33,0,193,127,511,2019-10-22-00-43-02
10,True,33,0,194,127,511,2019-10-22-00-43-03
10,True,33,0,195,127,511,2019-10-22-00-43-04
10,True,33,0,196,127,511,2019-10-22-00-43-05
10,True,33,0,197,127,511,2019-10-22-00-43-06
10,True,33,0,198,127,511,2019-10-22-00-43-07
10,True,33,0,199,127,511,2019-10-22-00-43-08
10,True,33,0,200,127,511,2019-10-22-00-43-09
10,True,33,0,201,127,511,2019-10-22-00-43-10
10,True,33,0,202,127,511,2019-10-22-00-43-11
10,True,33,0,203,127,511,2019-10-22-00-43-12
10,True,33,0,204,127,511,2019-10-22-00-43-13
10,True,33,0,205,127,511,2019-10-22-00-43-14
10,True,33,0,206,127,511,2019-10-22-00-43-15
10,True,33,0,207,127,511,2019-10-22-00-43-16
10,True,33,0,208,127,511,2019-10-22-00-43-17
10,True,33,0,209,127,511,2019-10-22-00-43-18
10,True,33,0,210,127,511,2019-10-22-00-43-19
10,True,33,0,211,127,511,2019-10-22-00-43-20
10,True,33,0,212,127,511,2019-10-22-00-43-21
10,True,33,0,213,127,511,2019-10-22-00-43-22
10,True,33,0,214,127,511,2019-10-22-00-43-23
10,True,33,0,215,127,511,2019-10-22-00-43-24
10,True,33,0,216,127,511,2019-10-22-00-43-25
10,True,33,0,217,127,511,2019-10-22-00-43-26
10,True,33,0,218,127,511,2019-10-22-00-43-27
10,True,33,0,219,127,511,2019-10-22-00-43-28
10,True,33,0,220,127,511,2019-10-22-00-43-29
10,True,33,0,221,127,511,2019-10-22-00-43-30
10,True,33,0,222,127,511,2019-10-22-00-43-31
10,True,33,0,223,127,511,2019-10-22-00-43-32
10,True,33,0,224,127,511,2019-10-22-00-43-33
10,True,33,0,225,127,511,2019-10-22-00-43-34
10,True,33,0,226,127,511,2019-10-22-00-43-35
10,True,33,0,227,127,511,2019-10-22-00-43-36
10,True,33,0,228,127,511,2019-10-22-00-43-37
10,True,33,0,229,127,511,2019-10-22-00-43-38
10,True,33,0,230,127,511,2019-10-22-00-43-39
10,True,33,0,231,127,511,2019-10-22-00-43-40
10,True,33,0,232,127,511,2019-10-22-00-43-41
10,True,33,0,233,127,511,2019-10-22-00-43-42
10,True,33,0,234,127,511,2019-10-22-00-43-43
10,True,33,0,235,127,511,2019-10-22-00-43-44
10,True,33,0,236,127,511,2019-10-22-00-43-45
10,True,33,0,237,127,511,2019-10-22-00-43-46
10,True,33,0,238,127,511,2019-10-22-00-43-47
10,True,33,0,239,127,511,2019-10-22-00-43-48
10,True,33,0,240,127,511,2019-10-22-00-43-49
10,True,33,0,241,127,511,2019-10-22-00-43-50
10,True,33,0,242,127,511,2019-10-22-00-43-51
10,True,33,0,243,127,511,2019-10-22-00-43-52
10,True,33,0,244,127,511,2019-10-22-00-43-53
10,True,33,0,245,127,511,2019-10-22-00-43-54
10,True,33,0,246,127,511,2019-10-22-00-43-55
10,True,33,0,247,127,511,2019-10-22-00-43-56
